emoji,sentiment_score,positive,neutral,negative,description
⛽,0.16666666666666669,0.2,0.7666666666666667,0.03333333333333333,FUEL PUMP
🍙,0.3103448275862069,0.4827586206896552,0.3448275862068966,0.1724137931034483,RICE BALL
🍗,0.06896551724137928,0.3793103448275862,0.3103448275862069,0.3103448275862069,POULTRY LEG
🍲,0.1379310344827586,0.3793103448275862,0.3793103448275862,0.2413793103448276,POT OF FOOD
🍥,-0.6551724137931034,0.10344827586206896,0.13793103448275862,0.7586206896551724,FISH CAKE WITH SWIRL DESIGN
▸,0.2413793103448276,0.2413793103448276,0.7586206896551724,0.0,BLACK RIGHT-POINTING SMALL TRIANGLE
♛,0.20689655172413796,0.3448275862068966,0.5172413793103449,0.13793103448275862,BLACK CHESS QUEEN
😼,0.3928571428571428,0.5714285714285714,0.25,0.17857142857142858,CAT FACE WITH WRY SMILE
🐙,0.4285714285714286,0.5,0.42857142857142855,0.07142857142857142,OCTOPUS
👨,0.5714285714285715,0.6428571428571429,0.2857142857142857,0.07142857142857142,MAN
🍚,0.5,0.7142857142857143,0.07142857142857142,0.21428571428571427,COOKED RICE
🍖,0.14285714285714285,0.39285714285714285,0.35714285714285715,0.25,MEAT ON BONE
♨,0.9642857142857143,0.9642857142857143,0.03571428571428571,0.0,HOT SPRINGS
🎹,0.39285714285714285,0.39285714285714285,0.6071428571428571,0.0,MUSICAL KEYBOARD
♕,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.0,WHITE CHESS QUEEN
▃,1.0,1.0,0.0,0.0,LOWER THREE EIGHTHS BLOCK
🚘,0.07407407407407407,0.37037037037037035,0.3333333333333333,0.2962962962962963,ONCOMING AUTOMOBILE
🍏,0.07407407407407407,0.3333333333333333,0.4074074074074074,0.25925925925925924,GREEN APPLE
👩,0.07407407407407407,0.4074074074074074,0.25925925925925924,0.3333333333333333,WOMAN
👦,0.14814814814814814,0.3333333333333333,0.48148148148148145,0.18518518518518517,BOY
🇬,0.2962962962962963,0.37037037037037035,0.5555555555555556,0.07407407407407407,REGIONAL INDICATOR SYMBOL LETTER G
🇧,0.2962962962962963,0.37037037037037035,0.5555555555555556,0.07407407407407407,REGIONAL INDICATOR SYMBOL LETTER B
☠,-0.037037037037037035,0.2222222222222222,0.5185185185185185,0.25925925925925924,SKULL AND CROSSBONES
🐠,0.46153846153846156,0.6153846153846154,0.23076923076923078,0.15384615384615385,TROPICAL FISH
🚹,0.7692307692307693,0.8076923076923077,0.15384615384615385,0.038461538461538464,MENS SYMBOL
💵,0.423076923076923,0.5384615384615384,0.34615384615384615,0.11538461538461539,BANKNOTE WITH DOLLAR SIGN
✰,0.8846153846153846,0.8846153846153846,0.11538461538461539,0.0,SHADOWED WHITE STAR
╠,0.23076923076923078,0.23076923076923078,0.7692307692307693,0.0,BOX DRAWINGS DOUBLE VERTICAL AND RIGHT
👛,0.4,0.56,0.28,0.16,PURSE
🚙,0.03999999999999998,0.24,0.56,0.2,RECREATIONAL VEHICLE
🌱,0.64,0.64,0.36,0.0,SEEDLING
💻,0.28,0.32,0.64,0.04,PERSONAL COMPUTER
🌏,0.36,0.48,0.4,0.12,EARTH GLOBE ASIA-AUSTRALIA
▄,-0.08000000000000002,0.24,0.44,0.32,LOWER HALF BLOCK
👓,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,EYEGLASSES
◄,0.25,0.25,0.75,0.0,BLACK LEFT-POINTING POINTER
⚾,-0.041666666666666685,0.3333333333333333,0.2916666666666667,0.375,BASEBALL
🌲,0.43478260869565216,0.5217391304347826,0.391304347826087,0.08695652173913043,EVERGREEN TREE
👴,0.26086956521739135,0.4782608695652174,0.30434782608695654,0.21739130434782608,OLDER MAN
🏠,0.5652173913043479,0.6086956521739131,0.34782608695652173,0.043478260869565216,HOUSE BUILDING
🍇,0.30434782608695654,0.5217391304347826,0.2608695652173913,0.21739130434782608,GRAPES
🍘,0.4347826086956522,0.6521739130434783,0.13043478260869565,0.21739130434782608,RICE CRACKER
🍛,0.043478260869565244,0.391304347826087,0.2608695652173913,0.34782608695652173,CURRY AND RICE
🐇,0.2608695652173913,0.43478260869565216,0.391304347826087,0.17391304347826086,RABBIT
🔞,-0.043478260869565216,0.21739130434782608,0.5217391304347826,0.2608695652173913,NO ONE UNDER EIGHTEEN SYMBOL
👵,0.4782608695652174,0.6956521739130435,0.08695652173913043,0.21739130434782608,OLDER WOMAN
◀,0.30434782608695654,0.30434782608695654,0.6956521739130435,0.0,BLACK LEFT-POINTING TRIANGLE
🔙,0.2173913043478261,0.30434782608695654,0.6086956521739131,0.08695652173913043,BACK WITH LEFTWARDS ARROW ABOVE
🌵,0.2173913043478261,0.4782608695652174,0.2608695652173913,0.2608695652173913,CACTUS
🐽,0.13636363636363638,0.36363636363636365,0.4090909090909091,0.22727272727272727,PIG NOSE
🍮,-0.13636363636363635,0.3181818181818182,0.22727272727272727,0.45454545454545453,CUSTARD
🎇,0.7727272727272728,0.8181818181818182,0.13636363636363635,0.045454545454545456,FIREWORK SPARKLER
🐎,0.4545454545454545,0.5454545454545454,0.36363636363636365,0.09090909090909091,HORSE
➔,-0.13636363636363635,0.0,0.8636363636363636,0.13636363636363635,HEAVY WIDE-HEADED RIGHTWARDS ARROW
💶,0.0,0.13636363636363635,0.7272727272727273,0.13636363636363635,BANKNOTE WITH EURO SIGN
🐤,0.5909090909090909,0.6363636363636364,0.3181818181818182,0.045454545454545456,BABY CHICK
╩,0.22727272727272727,0.22727272727272727,0.7727272727272727,0.0,BOX DRAWINGS DOUBLE UP AND HORIZONTAL
🛀,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.2857142857142857,BATH
🌑,0.5238095238095238,0.6190476190476191,0.2857142857142857,0.09523809523809523,NEW MOON SYMBOL
🚲,0.42857142857142855,0.47619047619047616,0.47619047619047616,0.047619047619047616,BICYCLE
🐑,-0.19047619047619047,0.09523809523809523,0.6190476190476191,0.2857142857142857,SHEEP
🏁,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.0,CHEQUERED FLAG
🍞,0.047619047619047616,0.3333333333333333,0.38095238095238093,0.2857142857142857,BREAD
🎾,0.6190476190476191,0.7142857142857143,0.19047619047619047,0.09523809523809523,TENNIS RACQUET AND BALL
╚,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,BOX DRAWINGS DOUBLE UP AND RIGHT
🈹,0.3333333333333333,0.38095238095238093,0.5714285714285714,0.047619047619047616,SQUARED CJK UNIFIED IDEOGRAPH-5272
🐳,0.14999999999999997,0.35,0.45,0.2,SPOUTING WHALE
👮,-0.4,0.1,0.4,0.5,POLICE OFFICER
☹,-0.6,0.1,0.2,0.7,WHITE FROWNING FACE
🐵,0.5499999999999999,0.6,0.35,0.05,MONKEY FACE
✪,0.35,0.35,0.65,0.0,CIRCLED WHITE STAR
◕,0.5,0.5,0.5,0.0,CIRCLE WITH ALL BUT UPPER LEFT QUADRANT BLACK
🗼,0.6,0.65,0.3,0.05,TOKYO TOWER
▐,-0.15000000000000002,0.05,0.75,0.2,RIGHT HALF BLOCK
♠,0.35,0.35,0.65,0.0,BLACK SPADE SUIT
┳,-0.4,0.1,0.4,0.5,BOX DRAWINGS HEAVY DOWN AND HORIZONTAL
👺,-0.21052631578947367,0.21052631578947367,0.3684210526315789,0.42105263157894735,JAPANESE GOBLIN
🐚,0.2631578947368421,0.3157894736842105,0.631578947368421,0.05263157894736842,SPIRAL SHELL
👂,-0.15789473684210525,0.21052631578947367,0.42105263157894735,0.3684210526315789,EAR
🗽,0.3684210526315789,0.42105263157894735,0.5263157894736842,0.05263157894736842,STATUE OF LIBERTY
🍵,0.4210526315789474,0.5789473684210527,0.2631578947368421,0.15789473684210525,TEACUP WITHOUT HANDLE
🆒,0.42105263157894735,0.42105263157894735,0.5789473684210527,0.0,SQUARED COOL
🍯,0.05263157894736842,0.42105263157894735,0.21052631578947367,0.3684210526315789,HONEY POT
🐺,0.2631578947368421,0.3684210526315789,0.5263157894736842,0.10526315789473684,WOLF FACE
⇨,0.5263157894736842,0.5263157894736842,0.47368421052631576,0.0,RIGHTWARDS WHITE ARROW
➨,0.15789473684210525,0.2631578947368421,0.631578947368421,0.10526315789473684,HEAVY CONCAVE-POINTED BLACK RIGHTWARDS ARROW
🌓,0.6842105263157895,0.6842105263157895,0.3157894736842105,0.0,FIRST QUARTER MOON SYMBOL
🔒,0.21052631578947367,0.47368421052631576,0.2631578947368421,0.2631578947368421,LOCK
╬,-0.15789473684210525,0.15789473684210525,0.5263157894736842,0.3157894736842105,BOX DRAWINGS DOUBLE VERTICAL AND HORIZONTAL
👳,0.7222222222222223,0.8333333333333334,0.05555555555555555,0.1111111111111111,MAN WITH TURBAN
🌂,0.2777777777777778,0.3888888888888889,0.5,0.1111111111111111,CLOSED UMBRELLA
🚌,0.2222222222222222,0.3333333333333333,0.5555555555555556,0.1111111111111111,BUS
♩,0.6111111111111112,0.6111111111111112,0.3888888888888889,0.0,QUARTER NOTE
🍡,-0.05555555555555558,0.2222222222222222,0.5,0.2777777777777778,DANGO
❥,0.2777777777777778,0.2777777777777778,0.7222222222222222,0.0,ROTATED HEAVY BLACK HEART BULLET
🎡,0.33333333333333337,0.3888888888888889,0.5555555555555556,0.05555555555555555,FERRIS WHEEL
💌,0.5882352941176471,0.7058823529411765,0.17647058823529413,0.11764705882352941,LOVE LETTER
🐩,0.4117647058823529,0.4117647058823529,0.5882352941176471,0.0,POODLE
🌜,0.5882352941176471,0.5882352941176471,0.4117647058823529,0.0,LAST QUARTER MOON WITH FACE
⌚,0.23529411764705885,0.35294117647058826,0.5294117647058824,0.11764705882352941,WATCH
🚿,0.7058823529411764,0.7647058823529411,0.17647058823529413,0.058823529411764705,SHOWER
🐖,0.17647058823529413,0.17647058823529413,0.8235294117647058,0.0,PIG
🔆,0.6470588235294118,0.6470588235294118,0.35294117647058826,0.0,HIGH BRIGHTNESS SYMBOL
🌛,0.6470588235294118,0.6470588235294118,0.35294117647058826,0.0,FIRST QUARTER MOON WITH FACE
💂,-0.1764705882352941,0.29411764705882354,0.23529411764705882,0.47058823529411764,GUARDSMAN
🐔,0.3529411764705882,0.4117647058823529,0.5294117647058824,0.058823529411764705,CHICKEN
🙎,-0.05882352941176472,0.4117647058823529,0.11764705882352941,0.47058823529411764,PERSON WITH POUTING FACE
🏩,0.5,0.625,0.25,0.125,LOVE HOTEL
🇫,0.5625,0.5625,0.4375,0.0,REGIONAL INDICATOR SYMBOL LETTER F
🔨,-0.125,0.25,0.375,0.375,HAMMER
📢,0.5,0.5,0.5,0.0,PUBLIC ADDRESS LOUDSPEAKER
🐦,0.5,0.5,0.5,0.0,BIRD
🐲,-0.0625,0.0625,0.8125,0.125,DRAGON FACE
♻,0.5625,0.5625,0.4375,0.0,BLACK UNIVERSAL RECYCLING SYMBOL
🌘,0.6875,0.6875,0.3125,0.0,WANING CRESCENT MOON SYMBOL
🍐,0.1875,0.5,0.1875,0.3125,PEAR
🌔,0.6875,0.6875,0.3125,0.0,WAXING GIBBOUS MOON SYMBOL
╥,0.125,0.5,0.125,0.375,BOX DRAWINGS DOWN DOUBLE AND HORIZONTAL SINGLE
❊,0.0,0.0,1.0,0.0,EIGHT TEARDROP-SPOKED PROPELLER ASTERISK
👖,0.4,0.4666666666666667,0.4666666666666667,0.06666666666666667,JEANS
🚺,0.19999999999999998,0.3333333333333333,0.5333333333333333,0.13333333333333333,WOMENS SYMBOL
😗,0.7333333333333334,0.8,0.13333333333333333,0.06666666666666667,KISSING FACE
🎭,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,PERFORMING ARTS
🐄,0.33333333333333337,0.4666666666666667,0.4,0.13333333333333333,COW
◟,-0.06666666666666667,0.06666666666666667,0.8,0.13333333333333333,LOWER LEFT QUADRANT CIRCULAR ARC
🍢,-0.1333333333333333,0.2,0.4666666666666667,0.3333333333333333,ODEN
🎨,0.2,0.26666666666666666,0.6666666666666666,0.06666666666666667,ARTIST PALETTE
⬇,0.4666666666666667,0.6,0.26666666666666666,0.13333333333333333,DOWNWARDS BLACK ARROW
🚼,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,BABY SYMBOL
⛲,0.06666666666666667,0.13333333333333333,0.8,0.06666666666666667,FOUNTAIN
▁,0.0,0.0,1.0,0.0,LOWER ONE EIGHTH BLOCK
🇴,0.4,0.4,0.6,0.0,REGIONAL INDICATOR SYMBOL LETTER O
🌗,0.7333333333333333,0.7333333333333333,0.26666666666666666,0.0,LAST QUARTER MOON SYMBOL
🌖,0.7333333333333333,0.7333333333333333,0.26666666666666666,0.0,WANING GIBBOUS MOON SYMBOL
🔅,1.0,1.0,0.0,0.0,LOW BRIGHTNESS SYMBOL
👜,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.14285714285714285,HANDBAG
🐌,0.7857142857142857,0.7857142857142857,0.21428571428571427,0.0,SNAIL
💼,0.6428571428571429,0.7142857142857143,0.21428571428571427,0.07142857142857142,BRIEFCASE
🚕,0.0,0.21428571428571427,0.5714285714285714,0.21428571428571427,TAXI
🐹,0.3571428571428571,0.5714285714285714,0.21428571428571427,0.21428571428571427,HAMSTER FACE
🌠,0.6428571428571428,0.7857142857142857,0.07142857142857142,0.14285714285714285,SHOOTING STAR
🐈,0.35714285714285715,0.35714285714285715,0.6428571428571429,0.0,CAT
⇧,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.0,UPWARDS WHITE ARROW
☎,0.0,0.14285714285714285,0.7142857142857143,0.14285714285714285,BLACK TELEPHONE
🌁,0.21428571428571427,0.2857142857142857,0.6428571428571429,0.07142857142857142,FOGGY
⚫,0.2857142857142857,0.5,0.2857142857142857,0.21428571428571427,MEDIUM BLACK CIRCLE
♧,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.0,WHITE CLUB SUIT
🏰,0.3571428571428571,0.42857142857142855,0.5,0.07142857142857142,EUROPEAN CASTLE
🚵,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.0,MOUNTAIN BICYCLIST
🎢,0.5714285714285715,0.6428571428571429,0.2857142857142857,0.07142857142857142,ROLLER COASTER
🎷,0.7857142857142857,0.7857142857142857,0.21428571428571427,0.0,SAXOPHONE
🎐,0.21428571428571427,0.21428571428571427,0.7857142857142857,0.0,WIND CHIME
┈,-0.7142857142857142,0.14285714285714285,0.0,0.8571428571428571,BOX DRAWINGS LIGHT QUADRUPLE DASH HORIZONTAL
╗,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.0,BOX DRAWINGS DOUBLE DOWN AND LEFT
╱,0.0,0.0,1.0,0.0,BOX DRAWINGS LIGHT DIAGONAL UPPER RIGHT TO LOWER LEFT
🌇,0.6153846153846154,0.6153846153846154,0.38461538461538464,0.0,SUNSET OVER BUILDINGS
⏰,0.5384615384615384,0.6923076923076923,0.15384615384615385,0.15384615384615385,ALARM CLOCK
⇩,0.0,0.0,1.0,0.0,DOWNWARDS WHITE ARROW
🚂,0.3076923076923077,0.3076923076923077,0.6923076923076923,0.0,STEAM LOCOMOTIVE
◠,0.5384615384615384,0.5384615384615384,0.46153846153846156,0.0,UPPER HALF CIRCLE
🎿,0.4615384615384615,0.5384615384615384,0.38461538461538464,0.07692307692307693,SKI AND SKI BOOT
✦,0.07692307692307693,0.07692307692307693,0.9230769230769231,0.0,BLACK FOUR POINTED STAR
🆔,0.9230769230769231,0.9230769230769231,0.07692307692307693,0.0,SQUARED ID
⛪,0.15384615384615385,0.3076923076923077,0.5384615384615384,0.15384615384615385,CHURCH
🌒,0.6923076923076923,0.6923076923076923,0.3076923076923077,0.0,WAXING CRESCENT MOON SYMBOL
🐪,0.6923076923076923,0.6923076923076923,0.3076923076923077,0.0,DROMEDARY CAMEL
╔,0.3076923076923077,0.3076923076923077,0.6923076923076923,0.0,BOX DRAWINGS DOUBLE DOWN AND RIGHT
╝,0.5384615384615384,0.5384615384615384,0.46153846153846156,0.0,BOX DRAWINGS DOUBLE UP AND LEFT
👔,0.41666666666666674,0.5833333333333334,0.25,0.16666666666666666,NECKTIE
🔱,0.08333333333333331,0.3333333333333333,0.4166666666666667,0.25,TRIDENT EMBLEM
🆓,0.25,0.25,0.75,0.0,SQUARED FREE
🐋,0.25,0.4166666666666667,0.4166666666666667,0.16666666666666666,WHALE
▽,0.5,0.5833333333333334,0.3333333333333333,0.08333333333333333,WHITE DOWN-POINTING TRIANGLE
▂,0.0,0.0,1.0,0.0,LOWER ONE QUARTER BLOCK
🐛,0.33333333333333337,0.5,0.3333333333333333,0.16666666666666666,BUG
👕,0.5,0.5833333333333334,0.3333333333333333,0.08333333333333333,T-SHIRT
🚋,0.08333333333333333,0.08333333333333333,0.9166666666666666,0.0,TRAM CAR
💳,0.5,0.5833333333333334,0.3333333333333333,0.08333333333333333,CREDIT CARD
🌆,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,CITYSCAPE AT DUSK
🏧,1.0,1.0,0.0,0.0,AUTOMATED TELLER MACHINE
💡,0.75,0.75,0.25,0.0,ELECTRIC LIGHT BULB
🔹,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,SMALL BLUE DIAMOND
⬅,0.5833333333333334,0.5833333333333334,0.4166666666666667,0.0,LEFTWARDS BLACK ARROW
🍠,0.0,0.4166666666666667,0.16666666666666666,0.4166666666666667,ROASTED SWEET POTATO
🐫,0.4166666666666667,0.4166666666666667,0.5833333333333334,0.0,BACTRIAN CAMEL
🏪,0.08333333333333334,0.25,0.5833333333333334,0.16666666666666666,CONVENIENCE STORE
۩,0.0,0.0,1.0,0.0,ARABIC PLACE OF SAJDAH
🇱,0.5,0.5,0.5,0.0,REGIONAL INDICATOR SYMBOL LETTER L
📹,0.5454545454545454,0.6363636363636364,0.2727272727272727,0.09090909090909091,VIDEO CAMERA
👞,0.5454545454545454,0.6363636363636364,0.2727272727272727,0.09090909090909091,MANS SHOE
🚑,0.09090909090909094,0.36363636363636365,0.36363636363636365,0.2727272727272727,AMBULANCE
🆘,0.09090909090909088,0.45454545454545453,0.18181818181818182,0.36363636363636365,SQUARED SOS
👚,0.7272727272727273,0.7272727272727273,0.2727272727272727,0.0,WOMANS CLOTHES
🚍,0.09090909090909088,0.45454545454545453,0.18181818181818182,0.36363636363636365,ONCOMING BUS
□,-0.2727272727272727,0.36363636363636365,0.0,0.6363636363636364,WHITE SQUARE
🐂,0.1818181818181818,0.2727272727272727,0.6363636363636364,0.09090909090909091,OX
🚣,0.7272727272727273,0.7272727272727273,0.2727272727272727,0.0,ROWBOAT
✳,0.0,0.0,1.0,0.0,EIGHT SPOKED ASTERISK
🏉,0.6363636363636364,0.6363636363636364,0.36363636363636365,0.0,RUGBY FOOTBALL
🗻,0.7272727272727273,0.7272727272727273,0.2727272727272727,0.0,MOUNT FUJI
🐀,0.1818181818181818,0.2727272727272727,0.6363636363636364,0.09090909090909091,RAT
╦,0.45454545454545453,0.45454545454545453,0.5454545454545454,0.0,BOX DRAWINGS DOUBLE DOWN AND HORIZONTAL
⛺,0.6,0.7,0.2,0.1,TENT
🐕,0.30000000000000004,0.4,0.5,0.1,DOG
🏂,0.5,0.6,0.3,0.1,SNOWBOARDER
👡,0.5,0.6,0.3,0.1,WOMANS SANDAL
📻,0.4,0.5,0.4,0.1,RADIO
✒,0.30000000000000004,0.4,0.5,0.1,BLACK NIB
🌰,0.7,0.7,0.3,0.0,CHESTNUT
🏢,0.2,0.2,0.8,0.0,OFFICE BUILDING
🎒,0.6,0.7,0.2,0.1,SCHOOL SATCHEL
⌒,0.7,0.7,0.3,0.0,ARC
🏫,-0.3,0.3,0.1,0.6,SCHOOL
📴,0.8,0.9,0.0,0.1,MOBILE PHONE OFF
🚢,0.3,0.6,0.1,0.3,SHIP
🚚,-0.1,0.1,0.7,0.2,DELIVERY TRUCK
🐉,0.2,0.2,0.8,0.0,DRAGON
❒,0.3,0.3,0.7,0.0,UPPER RIGHT SHADOWED WHITE SQUARE
🐊,0.09999999999999998,0.3,0.5,0.2,CROCODILE
🔔,1.0,1.0,0.0,0.0,BELL
◢,0.8,0.8,0.2,0.0,BLACK LOWER RIGHT TRIANGLE
🏥,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.1111111111111111,HOSPITAL
❔,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,WHITE QUESTION MARK ORNAMENT
🚖,-0.1111111111111111,0.2222222222222222,0.4444444444444444,0.3333333333333333,ONCOMING TAXI
🃏,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.3333333333333333,PLAYING CARD BLACK JOKER
▼,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.2222222222222222,BLACK DOWN-POINTING TRIANGLE
▌,-0.3333333333333333,0.1111111111111111,0.4444444444444444,0.4444444444444444,LEFT HALF BLOCK
☛,0.4444444444444444,0.4444444444444444,0.5555555555555556,0.0,BLACK RIGHT POINTING INDEX
✩,0.0,0.0,1.0,0.0,STRESS OUTLINED WHITE STAR
💒,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,WEDDING
🚤,0.4444444444444444,0.4444444444444444,0.5555555555555556,0.0,SPEEDBOAT
🐐,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.0,GOAT
■,-0.33333333333333337,0.2222222222222222,0.2222222222222222,0.5555555555555556,BLACK SQUARE
🔚,0.4444444444444445,0.5555555555555556,0.3333333333333333,0.1111111111111111,END WITH LEFTWARDS ARROW ABOVE
🎻,0.4444444444444444,0.4444444444444444,0.5555555555555556,0.0,VIOLIN
🔷,0.2222222222222222,0.2222222222222222,0.7777777777777778,0.0,LARGE BLUE DIAMOND
